"year","TAZ","count"
2019,20358200,0
2020,20358200,0
2019,20358300,0
2020,20358300,0
2019,20358400,0
2020,20358400,0
2019,20358500,22
2020,20358500,22
2019,20358600,3339
2020,20358600,3243
2019,20358700,0
2020,20358700,0
2019,20359100,0
2020,20359100,0
2019,20359200,0
2020,20359200,0
2019,20359300,98
2020,20359300,95
2019,20359400,0
2020,20359400,0
2019,20359500,0
2020,20359500,0
2019,20359600,0
2020,20359600,0
2019,20359700,0
2020,20359700,0
2019,20359800,0
2020,20359800,0
2019,20359900,0
2020,20359900,0
2019,20360100,36
2020,20360100,34
2019,20360200,0
2020,20360200,0
2019,20361100,0
2020,20361100,0
2019,20361200,0
2020,20361200,0
2019,20361300,1809
2020,20361300,1757
2019,20361400,0
2020,20361400,0
2019,20361500,898
2020,20361500,872
2019,20361600,0
2020,20361600,0
2019,20362100,795
2020,20362100,772
2019,20362200,0
2020,20362200,0
2019,20362300,0
2020,20362300,0
2019,20362400,0
2020,20362400,0
2019,20362500,0
2020,20362500,0
2019,20362600,0
2020,20362600,0
2019,20362700,0
2020,20362700,0
2019,20363100,0
2020,20363100,0
2019,20363200,0
2020,20363200,0
2019,20363300,0
2020,20363300,0
2019,20363400,0
2020,20363400,0
2019,20364100,0
2020,20364100,0
2019,20364200,0
2020,20364200,0
2019,20365100,0
2020,20365100,0
2019,20365200,0
2020,20365200,0
2019,20365300,0
2020,20365300,0
2019,20365400,0
2020,20365400,0
2019,20365500,0
2020,20365500,0
2019,20365600,0
2020,20365600,0
2019,20365700,0
2020,20365700,0
2019,20365800,640
2020,20365800,622
2019,20365900,0
2020,20365900,0
2019,20366100,0
2020,20366100,0
2019,20366200,615
2020,20366200,597
2019,20366300,0
2020,20366300,0
